filename,width,height,class,xmin,ymin,xmax,ymax
106_poori.jpg,128,128,poori,27,56,100,113
107_briyani.jpg,128,128,briyani,1,26,72,79
107_cutlet.jpg,128,128,cutlet,22,20,76,77
107_cutlet.jpg,128,128,cutlet,75,18,105,59
107_dosa.jpg,128,128,dosa,69,21,128,105
107_dosa.jpg,128,128,dosa,29,52,127,107
107_Idly.jpg,128,128,idly,5,63,42,105
107_Idly.jpg,128,128,idly,31,56,60,105
107_Idly.jpg,128,128,idly,47,58,74,106
107_Idly.jpg,128,128,idly,70,66,123,107
107_pepperoni pizza.jpg,128,128,pepperonipizza,1,37,128,106
107_poori.jpg,128,128,poori,40,50,97,102
107_poori.jpg,128,128,poori,14,39,67,83
108_briyani.jpg,128,128,briyani,1,23,75,96
108_cutlet.jpg,128,128,cutlet,1,49,32,107
108_cutlet.jpg,128,128,cutlet,6,39,62,99
108_cutlet.jpg,128,128,cutlet,44,28,89,81
108_cutlet.jpg,128,128,cutlet,68,17,112,63
108_cutlet.jpg,128,128,cutlet,104,16,128,58
108_dosa.jpg,128,128,dosa,9,22,128,110
108_Idly.jpg,128,128,idly,44,51,80,85
108_Idly.jpg,128,128,idly,22,55,48,85
108_Idly.jpg,128,128,idly,45,32,79,58
108_pepperoni pizza.jpg,128,128,pepperonipizza,3,34,122,94
108_poori.jpg,128,128,poori,25,39,103,107
109_briyani.jpg,128,128,briyani,2,33,87,85
109_cutlet.jpg,128,128,cutlet,23,17,117,90
109_dosa.jpg,128,128,dosa,13,41,102,91
109_Idly.jpg,128,128,idly,82,71,120,109
109_Idly.jpg,128,128,idly,86,45,123,76
109_Idly.jpg,128,128,idly,75,19,113,46
109_pepperoni pizza.jpg,128,128,pepperonipizza,2,43,128,93
109_poori.jpg,128,128,poori,20,8,61,46
109_poori.jpg,128,128,poori,43,1,85,34
10_Boiled Egg.jpg,128,128,begg,6,40,46,82
10_Boiled Egg.jpg,128,128,begg,49,40,83,83
10_Boiled Egg.jpg,128,128,begg,86,40,119,84
10_Bonda.jpg,128,128,bonda,4,60,29,86
10_Bonda.jpg,128,128,bonda,34,64,60,89
10_Bonda.jpg,128,128,bonda,92,63,120,91
10_Bonda.jpg,128,128,bonda,70,39,94,61
10_Bonda.jpg,128,128,bonda,2,35,24,57
10_Bonda.jpg,128,128,bonda,44,34,67,59
10_Bonda.jpg,128,128,bonda,98,39,121,61
10_Bonda.jpg,128,128,bonda,43,93,69,107
10_briyani.jpg,128,128,briyani,40,43,105,106
10_CHICKEN LOLLIPOP.jpg,128,128,chicken_lollipop,21,53,38,90
10_CHICKEN LOLLIPOP.jpg,128,128,chicken_lollipop,38,57,65,97
10_CHICKEN LOLLIPOP.jpg,128,128,chicken_lollipop,84,47,109,82
10_CHICKEN LOLLIPOP.jpg,128,128,chicken_lollipop,99,37,124,70
10_CHICKEN LOLLIPOP.jpg,128,128,chicken_lollipop,66,27,100,59
10_cutlet.jpg,128,128,cutlet,26,73,69,103
10_cutlet.jpg,128,128,cutlet,43,40,87,72
10_cutlet.jpg,128,128,cutlet,63,9,102,40
10_dosa.jpg,128,128,dosa,3,40,82,94
10_frenchfries.jpg,128,128,frenchfries,8,46,126,100
10_Idiyappam.jpg,128,128,idiyappam,1,42,54,88
10_Idiyappam.jpg,128,128,idiyappam,62,27,96,62
10_Idiyappam.jpg,128,128,idiyappam,64,68,102,103
10_Idly.jpg,128,128,idly,31,45,80,86
10_Idly.jpg,128,128,idly,77,47,108,87
10_Idly.jpg,128,128,idly,66,27,106,55
10_parota.jpg,128,128,parota,17,38,79,90
10_parota.jpg,128,128,parota,2,27,47,80
10_pepperoni pizza.jpg,128,128,pepperonipizza,1,21,128,83
10_poori.jpg,128,128,poori,48,50,96,84
10_poori.jpg,128,128,poori,59,28,91,49
10_poori.jpg,128,128,poori,73,42,107,70
10_samosa.jpg,128,128,samosa,60,49,101,84
10_samosa.jpg,128,128,samosa,62,27,98,62
10_samosa.jpg,128,128,samosa,69,14,104,45
10_samosa.jpg,128,128,samosa,35,2,69,36
10_samosa.jpg,128,128,samosa,23,18,63,49
10_samosa.jpg,128,128,samosa,21,36,60,75
10_seer fish.jpg,128,128,seerfish,38,55,120,96
10_seer fish.jpg,128,128,seerfish,47,22,111,60
10_seer fish.jpg,128,128,seerfish,9,28,50,81
10_VENPONGAL.jpg,128,128,venpongal,14,24,122,116
10_wada.jpg,128,128,vada,72,52,95,78
10_wada.jpg,128,128,vada,49,59,84,92
10_wada.jpg,128,128,vada,43,49,67,61
10_wada.jpg,128,128,vada,29,57,52,83
110_briyani.jpg,128,128,briyani,24,46,100,70
110_cutlet.jpg,128,128,cutlet,20,36,112,104
110_dosa.jpg,128,128,dosa,28,1,112,121
110_Idly.jpg,128,128,idly,73,45,120,77
110_pepperoni pizza.jpg,128,128,pepperonipizza,14,37,121,89
110_poori.jpg,128,128,poori,33,45,95,91
110_poori.jpg,128,128,poori,14,13,76,57
111_briyani.jpg,128,128,briyani,26,41,94,99
111_cutlet.jpg,128,128,cutlet,5,46,126,119
111_cutlet.jpg,128,128,cutlet,17,6,121,60
111_dosa.jpg,128,128,dosa,2,59,126,100
111_Idly.jpg,128,128,idly,81,27,124,73
111_Idly.jpg,128,128,idly,57,8,98,51
111_Idly.jpg,128,128,idly,31,9,68,54
111_Idly.jpg,128,128,idly,6,29,39,77
111_poori.jpg,128,128,poori,41,2,85,43
112_briyani.jpg,128,128,briyani,27,48,104,77
112_cutlet.jpg,128,128,cutlet,3,18,96,106
112_cutlet.jpg,128,128,cutlet,92,2,128,69
112_dosa.jpg,128,128,dosa,2,51,128,108
112_Idly.jpg,128,128,idly,19,56,70,97
112_Idly.jpg,128,128,idly,22,30,66,61
112_poori.jpg,128,128,poori,34,17,59,41
112_poori.jpg,128,128,poori,56,15,73,33
112_poori.jpg,128,128,poori,70,7,93,27
112_poori.jpg,128,128,poori,87,2,107,19
113_briyani.jpg,128,128,briyani,5,29,128,91
113_cutlet.jpg,128,128,cutlet,2,1,110,84
113_cutlet.jpg,128,128,cutlet,4,88,117,114
113_dosa.jpg,128,128,dosa,7,47,119,101
113_Idly.jpg,128,128,idly,83,80,126,117
113_Idly.jpg,128,128,idly,86,59,125,86
113_Idly.jpg,128,128,idly,87,33,123,62
113_Idly.jpg,128,128,idly,86,11,123,39
113_poori.jpg,128,128,poori,20,39,73,91
113_poori.jpg,128,128,poori,54,34,95,68
114_briyani.jpg,128,128,briyani,35,35,97,90
114_cutlet.jpg,128,128,cutlet,1,13,67,115
114_dosa.jpg,128,128,dosa,8,25,119,117
114_Idly.jpg,128,128,idly,69,66,100,89
114_Idly.jpg,128,128,idly,50,68,80,93
114_Idly.jpg,128,128,idly,34,66,57,89
114_poori.jpg,128,128,poori,3,38,64,88
114_poori.jpg,128,128,poori,56,39,115,83
115_briyani.jpg,128,128,briyani,16,33,75,101
115_cutlet.jpg,128,128,cutlet,19,10,122,107
115_dosa.jpg,128,128,dosa,9,28,126,97
115_Idly.jpg,128,128,idly,61,60,92,92
115_Idly.jpg,128,128,idly,22,21,52,50
115_Idly.jpg,128,128,idly,40,39,71,70
115_Idly.jpg,128,128,idly,17,45,46,70
115_Idly.jpg,128,128,idly,37,63,67,90
115_Idly.jpg,128,128,idly,45,84,76,109
115_Idly.jpg,128,128,idly,19,62,50,93
115_poori.jpg,128,128,poori,37,56,92,97
115_poori.jpg,128,128,poori,32,91,94,121
116_briyani.jpg,128,128,briyani,28,44,69,84
116_cutlet.jpg,128,128,cutlet,1,40,108,122
116_cutlet.jpg,128,128,cutlet,26,5,128,47
116_dosa.jpg,128,128,dosa,14,19,68,97
116_Idly.jpg,128,128,idly,30,69,68,113
116_Idly.jpg,128,128,idly,12,61,48,102
116_Idly.jpg,128,128,idly,5,32,46,70
116_Idly.jpg,128,128,idly,28,11,66,47
116_poori.jpg,128,128,poori,35,3,105,42
116_poori.jpg,128,128,poori,23,44,104,102
117_briyani.jpg,128,128,briyani,34,42,103,92
117_cutlet.jpg,128,128,cutlet,19,35,94,96
117_cutlet.jpg,128,128,cutlet,84,34,128,77
117_cutlet.jpg,128,128,cutlet,1,73,46,105
117_dosa.jpg,128,128,dosa,8,37,122,99
117_Idly.jpg,128,128,idly,66,23,101,39
117_Idly.jpg,128,128,idly,109,23,127,51
117_poori.jpg,128,128,poori,32,39,103,92
118_briyani.jpg,128,128,briyani,21,29,108,105
118_cutlet.jpg,128,128,cutlet,10,26,128,102
118_cutlet.jpg,128,128,cutlet,56,11,128,63
118_dosa.jpg,128,128,dosa,40,53,128,100
118_Idly.jpg,128,128,idly,91,68,128,105
118_Idly.jpg,128,128,idly,86,51,126,75
118_poori.jpg,128,128,poori,66,34,97,69
118_poori.jpg,128,128,poori,43,22,72,61
118_poori.jpg,128,128,poori,21,44,51,74
119_briyani.jpg,128,128,briyani,38,25,127,97
119_cutlet.jpg,128,128,cutlet,1,8,42,58
119_cutlet.jpg,128,128,cutlet,13,46,114,103
119_cutlet.jpg,128,128,cutlet,40,9,100,35
119_dosa.jpg,128,128,dosa,1,20,128,96
119_Idly.jpg,128,128,idly,27,49,83,85
119_Idly.jpg,128,128,idly,51,26,100,52
119_poori.jpg,128,128,poori,29,59,74,83
119_poori.jpg,128,128,poori,74,50,110,76
119_poori.jpg,128,128,poori,77,35,109,57
11_Boiled Egg.jpg,128,128,begg,51,53,89,79
11_Bonda.jpg,128,128,bonda,83,70,113,95
11_Bonda.jpg,128,128,bonda,67,47,95,73
11_Bonda.jpg,128,128,bonda,87,38,111,69
11_Bonda.jpg,128,128,bonda,39,42,66,70
11_Bonda.jpg,128,128,bonda,23,27,50,56
11_briyani.jpg,128,128,briyani,16,38,103,82
11_CHICKEN LOLLIPOP.jpg,128,128,chicken_lollipop,2,60,64,124
11_CHICKEN LOLLIPOP.jpg,128,128,chicken_lollipop,18,43,99,111
11_CHICKEN LOLLIPOP.jpg,128,128,chicken_lollipop,34,11,128,85
11_cutlet.jpg,128,128,cutlet,20,56,59,93
11_cutlet.jpg,128,128,cutlet,36,45,60,64
11_cutlet.jpg,128,128,cutlet,55,40,105,64
11_dosa.jpg,128,128,dosa,12,44,79,92
11_frenchfries.jpg,128,128,frenchfries,21,23,110,88
11_Idiyappam.jpg,128,128,idiyappam,22,53,106,125
11_Idiyappam.jpg,128,128,idiyappam,45,23,87,58
11_Idly.jpg,128,128,idly,41,61,95,91
11_Idly.jpg,128,128,idly,84,60,127,87
11_parota.jpg,128,128,parota,1,36,116,92
11_pepperoni pizza.jpg,128,128,pepperonipizza,33,73,85,92
11_poori.jpg,128,128,poori,28,50,93,110
11_poori.jpg,128,128,poori,48,4,104,51
11_samosa.jpg,128,128,samosa,88,26,116,60
11_samosa.jpg,128,128,samosa,81,39,114,70
11_samosa.jpg,128,128,samosa,78,53,104,81
11_samosa.jpg,128,128,samosa,43,58,77,90
11_samosa.jpg,128,128,samosa,55,37,79,66
11_samosa.jpg,128,128,samosa,64,23,88,49
11_samosa.jpg,128,128,samosa,15,36,56,75
11_samosa.jpg,128,128,samosa,44,11,66,49
11_seer fish.jpg,128,128,seerfish,6,26,56,53
11_seer fish.jpg,128,128,seerfish,19,36,88,78
11_seer fish.jpg,128,128,seerfish,51,55,125,103
11_VENPONGAL.jpg,128,128,venpongal,37,25,125,102
11_wada.jpg,128,128,vada,47,47,85,84
11_wada.jpg,128,128,vada,36,39,67,67
11_wada.jpg,128,128,vada,26,29,53,57
11_wada.jpg,128,128,vada,17,23,42,44
120_briyani.jpg,128,128,briyani,33,41,124,92
120_cutlet.jpg,128,128,cutlet,35,7,102,78
120_dosa.jpg,128,128,dosa,1,22,127,106
120_Idly.jpg,128,128,idly,58,36,83,55
120_Idly.jpg,128,128,idly,37,39,59,61
120_Idly.jpg,128,128,idly,60,62,85,83
120_Idly.jpg,128,128,idly,22,50,44,74
120_Idly.jpg,128,128,idly,19,82,38,105
120_Idly.jpg,128,128,idly,39,95,64,111
120_Idly.jpg,128,128,idly,49,108,74,123
120_Idly.jpg,128,128,idly,69,81,90,96
120_Idly.jpg,128,128,idly,38,76,63,96
120_Idly.jpg,128,128,idly,69,95,94,108
120_Idly.jpg,128,128,idly,73,106,94,123
120_poori.jpg,128,128,poori,46,24,120,96
120_poori.jpg,128,128,poori,3,20,58,79
121_briyani.jpg,128,128,briyani,1,36,117,100
121_dosa.jpg,128,128,dosa,9,1,73,115
121_Idly.jpg,128,128,idly,47,52,89,97
121_Idly.jpg,128,128,idly,77,32,109,74
121_Idly.jpg,128,128,idly,20,48,58,86
121_Idly.jpg,128,128,idly,26,31,57,56
121_Idly.jpg,128,128,idly,54,27,80,55
121_poori.jpg,128,128,poori,63,47,87,71
121_poori.jpg,128,128,poori,37,49,62,73
121_poori.jpg,128,128,poori,57,33,78,54
122_briyani.jpg,128,128,briyani,2,42,119,100
122_dosa.jpg,128,128,dosa,1,21,116,105
122_Idly.jpg,128,128,idly,5,70,48,106
122_Idly.jpg,128,128,idly,81,52,122,92
122_poori.jpg,128,128,poori,49,57,74,85
122_poori.jpg,128,128,poori,42,49,69,72
122_poori.jpg,128,128,poori,34,67,59,91
123_briyani.jpg,128,128,briyani,30,50,96,93
123_dosa.jpg,128,128,dosa,3,44,128,104
123_Idly.jpg,128,128,idly,97,36,128,58
123_Idly.jpg,128,128,idly,117,54,128,80
123_Idly.jpg,128,128,idly,87,60,125,97
123_Idly.jpg,128,128,idly,80,42,106,62
123_poori.jpg,128,128,poori,84,53,116,82
123_poori.jpg,128,128,poori,68,78,106,99
123_poori.jpg,128,128,poori,38,45,67,74
123_poori.jpg,128,128,poori,9,52,37,76
123_poori.jpg,128,128,poori,101,40,127,62
123_poori.jpg,128,128,poori,50,29,85,44
123_poori.jpg,128,128,poori,70,40,105,55
123_poori.jpg,128,128,poori,18,31,49,49
124_briyani.jpg,128,128,briyani,27,34,128,95
124_dosa.jpg,128,128,dosa,1,23,125,104
124_Idly.jpg,128,128,idly,38,37,67,66
124_Idly.jpg,128,128,idly,69,47,98,75
124_poori.jpg,128,128,poori,30,34,98,86
125_briyani.jpg,128,128,briyani,24,31,108,102
125_dosa.jpg,128,128,dosa,35,31,119,88
125_Idly.jpg,128,128,idly,64,31,99,58
125_Idly.jpg,128,128,idly,79,41,117,73
125_poori.jpg,128,128,poori,25,21,99,84
125_poori.jpg,128,128,poori,93,18,128,41
125_poori.jpg,128,128,poori,116,41,128,84
125_poori.jpg,128,128,poori,95,86,128,104
125_poori.jpg,128,128,poori,67,60,117,104
125_poori.jpg,128,128,poori,1,36,33,80
125_poori.jpg,128,128,poori,4,78,68,100
126_briyani.jpg,128,128,briyani,29,56,101,89
126_dosa.jpg,128,128,dosa,26,29,128,93
126_Idly.jpg,128,128,idly,16,53,60,94
126_Idly.jpg,128,128,idly,59,56,82,91
126_Idly.jpg,128,128,idly,77,53,98,87
126_poori.jpg,128,128,poori,28,28,90,82
126_poori.jpg,128,128,poori,34,54,103,91
127_briyani.jpg,128,128,briyani,2,20,127,106
127_dosa.jpg,128,128,dosa,7,28,121,66
127_Idly.jpg,128,128,idly,33,70,74,107
127_Idly.jpg,128,128,idly,33,61,67,75
127_poori.jpg,128,128,poori,5,40,37,74
127_poori.jpg,128,128,poori,47,43,79,66
127_poori.jpg,128,128,poori,82,19,113,40
127_poori.jpg,128,128,poori,57,24,86,44
127_poori.jpg,128,128,poori,102,36,128,56
127_poori.jpg,128,128,poori,97,77,128,103
127_poori.jpg,128,128,poori,72,71,113,101
128_briyani.jpg,128,128,briyani,39,56,114,100
128_dosa.jpg,128,128,dosa,1,29,128,109
128_Idly.jpg,128,128,idly,36,25,86,56
128_Idly.jpg,128,128,idly,66,51,116,88
128_Idly.jpg,128,128,idly,18,52,66,85
128_poori.jpg,128,128,poori,26,23,87,76
128_poori.jpg,128,128,poori,94,19,128,41
128_poori.jpg,128,128,poori,117,41,128,83
128_poori.jpg,128,128,poori,68,59,120,101
128_poori.jpg,128,128,poori,4,76,65,100
128_poori.jpg,128,128,poori,1,37,33,82
128_poori.jpg,128,128,poori,91,83,128,104
129_briyani.jpg,128,128,briyani,36,43,104,75
129_dosa.jpg,128,128,dosa,18,23,111,128
129_Idly.jpg,128,128,idly,5,25,82,104
129_Idly.jpg,128,128,idly,66,24,127,83
129_poori.jpg,128,128,poori,26,34,68,73
129_poori.jpg,128,128,poori,86,43,128,81
129_poori.jpg,128,128,poori,67,79,119,104
129_poori.jpg,128,128,poori,71,31,116,51
129_poori.jpg,128,128,poori,10,68,54,88
129_poori.jpg,128,128,poori,1,42,30,75
129_poori.jpg,128,128,poori,7,26,32,38
129_poori.jpg,128,128,poori,48,19,92,33
12_Boiled Egg.jpg,128,128,begg,17,57,78,112
12_Bonda.jpg,128,128,bonda,47,79,82,107
12_Bonda.jpg,128,128,bonda,38,55,69,80
12_Bonda.jpg,128,128,bonda,65,39,97,63
12_Bonda.jpg,128,128,bonda,71,62,106,88
12_Bonda.jpg,128,128,bonda,87,87,106,111
12_briyani.jpg,128,128,briyani,23,15,100,115
12_CHICKEN LOLLIPOP.jpg,128,128,chicken_lollipop,7,61,58,103
12_CHICKEN LOLLIPOP.jpg,128,128,chicken_lollipop,55,60,87,103
12_CHICKEN LOLLIPOP.jpg,128,128,chicken_lollipop,70,30,99,75
12_CHICKEN LOLLIPOP.jpg,128,128,chicken_lollipop,29,31,73,72
12_cutlet.jpg,128,128,cutlet,32,36,70,68
12_cutlet.jpg,128,128,cutlet,73,37,107,63
12_cutlet.jpg,128,128,cutlet,32,66,75,100
12_cutlet.jpg,128,128,cutlet,76,64,118,94
12_cutlet.jpg,128,128,cutlet,10,39,38,72
12_cutlet.jpg,128,128,cutlet,47,19,82,41
12_cutlet.jpg,128,128,cutlet,24,18,52,37
12_dosa.jpg,128,128,dosa,53,29,113,88
12_frenchfries.jpg,128,128,frenchfries,54,22,128,106
12_Idiyappam.jpg,128,128,idiyappam,8,46,61,81
12_Idly.jpg,128,128,idly,66,47,107,86
12_Idly.jpg,128,128,idly,63,34,101,63
12_parota.jpg,128,128,parota,13,24,112,98
12_pepperoni pizza.jpg,128,128,pepperonipizza,56,35,119,91
12_poori.jpg,128,128,poori,51,51,84,80
12_poori.jpg,128,128,poori,74,45,101,72
12_poori.jpg,128,128,poori,49,31,77,56
12_poori.jpg,128,128,poori,28,49,57,73
12_poori.jpg,128,128,poori,44,75,76,106
12_samosa.jpg,128,128,samosa,3,51,51,91
12_samosa.jpg,128,128,samosa,54,45,94,86
12_samosa.jpg,128,128,samosa,72,32,109,70
12_samosa.jpg,128,128,samosa,54,20,82,50
12_samosa.jpg,128,128,samosa,30,38,66,71
12_seer fish.jpg,128,128,seerfish,1,42,44,80
12_seer fish.jpg,128,128,seerfish,41,29,107,70
12_seer fish.jpg,128,128,seerfish,20,64,82,95
12_seer fish.jpg,128,128,seerfish,67,78,122,114
12_seer fish.jpg,128,128,seerfish,82,52,126,81
12_seer fish.jpg,128,128,seerfish,78,20,126,52
12_VENPONGAL.jpg,128,128,venpongal,32,49,91,88
12_wada.jpg,128,128,vada,61,33,127,82
12_wada.jpg,128,128,vada,4,49,76,92
130_briyani.jpg,128,128,briyani,19,22,121,104
130_dosa.jpg,128,128,dosa,14,26,115,126
130_Idly.jpg,128,128,idly,100,26,128,56
130_Idly.jpg,128,128,idly,86,28,113,58
130_Idly.jpg,128,128,idly,68,31,95,61
130_Idly.jpg,128,128,idly,47,37,82,66
130_poori.jpg,128,128,poori,24,18,94,80
130_poori.jpg,128,128,poori,32,48,107,89
130_poori.jpg,128,128,poori,100,15,124,38
130_poori.jpg,128,128,poori,70,55,122,109
130_poori.jpg,128,128,poori,5,81,70,111
130_poori.jpg,128,128,poori,5,34,30,85
130_poori.jpg,128,128,poori,5,4,57,39
130_poori.jpg,128,128,poori,97,99,123,117
131_briyani.jpg,128,128,briyani,24,65,84,110
131_dosa.jpg,128,128,dosa,13,22,87,95
131_Idly.jpg,128,128,idly,41,34,70,61
131_Idly.jpg,128,128,idly,27,49,61,81
131_Idly.jpg,128,128,idly,20,29,42,52
131_Idly.jpg,128,128,idly,1,45,31,73
131_poori.jpg,128,128,poori,51,71,93,116
131_poori.jpg,128,128,poori,81,67,114,109
132_briyani.jpg,128,128,briyani,25,37,109,118
132_dosa.jpg,128,128,dosa,18,44,116,103
132_Idly.jpg,128,128,idly,1,43,21,69
132_Idly.jpg,128,128,idly,16,44,41,69
132_Idly.jpg,128,128,idly,39,39,63,68
132_Idly.jpg,128,128,idly,61,38,85,64
132_poori.jpg,128,128,poori,81,45,111,73
132_poori.jpg,128,128,poori,42,25,72,54
132_poori.jpg,128,128,poori,30,54,62,83
132_poori.jpg,128,128,poori,24,34,44,61
132_poori.jpg,128,128,poori,47,77,79,94
132_poori.jpg,128,128,poori,60,50,84,79
132_poori.jpg,128,128,poori,74,27,101,50
133_briyani.jpg,128,128,briyani,30,53,104,103
133_dosa.jpg,128,128,dosa,68,62,123,93
133_dosa.jpg,128,128,dosa,5,56,71,73
133_Idly.jpg,128,128,idly,1,75,30,103
133_Idly.jpg,128,128,idly,28,73,54,99
133_Idly.jpg,128,128,idly,50,69,76,95
133_Idly.jpg,128,128,idly,76,66,103,89
133_poori.jpg,128,128,poori,46,20,71,43
133_poori.jpg,128,128,poori,69,24,96,51
133_poori.jpg,128,128,poori,52,46,79,74
133_poori.jpg,128,128,poori,72,49,99,81
133_poori.jpg,128,128,poori,54,76,80,97
133_poori.jpg,128,128,poori,28,52,52,83
133_poori.jpg,128,128,poori,27,35,51,66
134_briyani.jpg,128,128,briyani,9,41,118,98
134_dosa.jpg,128,128,dosa,52,78,128,102
134_dosa.jpg,128,128,dosa,31,61,105,80
134_dosa.jpg,128,128,dosa,17,49,84,61
134_dosa.jpg,128,128,dosa,9,38,64,51
134_Idly.jpg,128,128,idly,38,33,67,64
134_Idly.jpg,128,128,idly,15,55,42,86
134_Idly.jpg,128,128,idly,42,64,73,96
134_poori.jpg,128,128,poori,28,50,59,78
134_poori.jpg,128,128,poori,50,39,78,64
134_poori.jpg,128,128,poori,29,29,56,52
134_poori.jpg,128,128,poori,3,45,33,66
